Lab,code
NZL_005,mwds2y2v9
NZL_005,q9zlcvk3f
NZL_005,e1gbh7134
NZL_005,6pn0pfi87
NZL_005,2jkg6h0ix
NZL_005,0gjh9q63f
NZL_005,2s32q7dzm
NZL_005,4y1kpwf7l
NZL_005,zle13lcec
NZL_005,h9qb76jhb
NZL_005,kqc6bfh6t
NZL_005,8u8foak8u
NZL_005,dtjp0ygw1
NZL_005,w8a6q9u3o
NZL_005,qrrqvq3aa
NZL_005,t2czr0yfo
NZL_005,ckvwa8p0o
NZL_005,69uiwbhhj
NZL_005,608by7n1d
NZL_005,478ua36sa
NZL_005,f83ts87ri
NZL_005,qo0qa0qcb
NZL_005,sh03j0nkp
NZL_005,lo3uh7b7v
NZL_005,bz77kigud
NZL_005,9axlsfim3
NZL_005,ol8kf6dfv
NZL_005,oi8806vjd
NZL_005,cj32inl01
NZL_005,7ed02d2lc
NZL_005,z8n67bj3g
BRA_003,jb3ysbbbl
NZL_005,si2iy86rf
NZL_005,tpq1ehcu7
NZL_005,e2kuebk5f
NZL_005,66bhuxzqk
NZL_005,5vhmf3clb
ARE_001,ta7827uvk
ARE_001,rwrmpwrbc
ARE_001,8vw3rt8lp
NZL_005,p3xi5e7k3
NZL_005,1bqqxx620
USA_033,h0mhhdr74
NZL_005,wolsdvl0u
NZL_005,wmlqz4fcv
NZL_005,n0lz4e7zp
NZL_005,dbdv00avz
USA_033,i85a6lzq9
NZL_005,w0qpd4wcq
NZL_005,1ky842drz
NZL_005,i3c2blgna
NZL_005,0jc0rn133
NZL_005,h58atzh2s
NZL_005,32xtgv5rl
NZL_005,kpb2bdgj5
NZL_005,dd2fy4yt4
NZL_005,ohek4whjz
NZL_005,zw4pr3rdq
NZL_005,trtiuzls5
NZL_005,zf73qppve
NZL_005,56jgteoqf
NZL_005,6d394nx28
NZL_005,pqypa40je
NZL_005,qpk1mxdxc
NZL_005,qsbplq4wt
NZL_005,08uvmq8ct
NZL_005,pr69ayytx
NZL_005,khze6y15t
NZL_005,3wsdwtsf0
NZL_005,6apxpwlnp
NZL_005,gslmkqbop
NZL_005,ja2sbn7kb
NZL_005,kbyi6r59t
NZL_005,o7uv4gidj
NZL_005,vhk1j0pmr
NZL_005,mx9u7a02x
NZL_005,wxzz8rrlf
NZL_005,tb1hucwji
ARE_001,0mrs5yok1
ARE_001,si66n1f99
ARE_001,ecncazmf0
ARE_001,dwl1ri7f8
ARE_001,w0yr56izq
ARE_001,osobs1csc
ARE_002,im4qpv6wh
ARE_002,4uu4na68g
ARE_002,4vomn9gxf
ARE_002,6xo8ud34e
ARE_002,z3oyq6wyu
ARE_002,s4jzxk505
ARE_002,n7ut23tcm
ARE_001,bq2u97cgj
ARE_001,yz9qhlb7q
ARE_001,3bgc7pnkq
ARE_002,gllexnb64
ARE_001,gobldfto5
ARE_002,zi5x3d5ju
ARE_001,j74dlc864
ARE_001,tvcfs0u7p
ARE_002,ye9o0768g
ARE_001,9can8i4ls
ARE_002,zycoeufsw
ARE_001,rdc8pj770
ARE_002,mhfma4qvt
ARE_002,qsr92nfzr
ARE_001,bpt1udfg3
ARE_001,tcvltj0o6
BRA_003,x0r12570q
ARE_001,l960t6muh
ARE_001,upp7cm2im
ARE_002,5k3levinf
NGA_001,zk4kf0b46
ARE_001,o1vrs5pe8
BRA_003,qidxlnpdx
ARE_002,s3p2gogcn
ARE_001,qr120awev
ARE_002,ftqm1dhvc
BRA_003,uaa3msx4q
BRA_003,i9pn2xuwo
ARE_001,smijw4z8g
ARE_001,b93gq99mb
BRA_003,pt1ibra46
ARE_001,ifyslaomj
ARE_001,m4yxjhh5s
ARE_001,19x2cx8ye
ARE_001,ao9s8yofe
BRA_003,zlrxtt28w
ARE_001,928zw5zao
ARE_001,z3ym46p5t
BRA_003,jy8rc0zrn
BRA_003,zh2ltajgm
NGA_001,nmh2owdqv
NGA_001,wplcwv8up
NGA_001,0dvjrcc3s
NGA_001,p2gg37tsu
NGA_001,lcyxtimt7
NGA_001,v1sfsh175
NGA_001,dg0pkgq90
NGA_001,u37gxsu3a
NGA_001,0niyof2oj
NGA_001,1hp9byxhk
BRA_003,ntjcxsay1
BRA_003,2nd9z2x7l
ARE_001,pg4xfdw1m
BRA_003,f4381cx0x
ARE_001,yukj12ht6
ARE_001,jox3rxxd6
BRA_003,8tby2jnvt
BRA_003,epcloxbbt
ARE_001,86179tpc8
NGA_001,1audy6tuy
NGA_001,jl362ccq7
NGA_001,dx7gscvd1
NGA_001,nq67agzmh
NGA_001,fxr6eeoea
NGA_001,leqbx9p1x
NGA_001,0msodeunz
NGA_001,vjvhe5e98
NOR_002,91jb29ugr
NGA_001,0vf17jh3a
NGA_001,9qri535jt
NGA_001,8p25q64p8
NGA_001,r4pnh880e
NGA_001,g7gmxapwt
NGA_001,h49lsi2xq
ARE_001,jej73qxf6
ARE_001,crxzawqx0
NGA_001,waharjtcq
NGA_001,77w51647h
NGA_001,xfp01kg35
NGA_001,1mydj8bfh
NGA_001,kk1ih7alf
NGA_001,cfkl1px8y
NGA_001,z1za9nlaw
NGA_001,zoy5hf1h0
NGA_001,t3ur8oo0r
NGA_001,8ly1kanem
NGA_001,99q7769ht
NGA_001,h1v0p1ga9
NGA_001,n3u0q8iv1
NGA_001,9hs1ed1he
NGA_001,17c1olzwm
NGA_001,0lu2rxvmv
NGA_001,3cimw3c1z
NGA_001,uz1cqjry7
NGA_001,7aw6ub15j
NGA_001,8d4keo23v
NOR_002,peo0236t7
NGA_001,27z3x4be1
BRA_003,twvvlmr3b
NGA_001,nmww1wqai
NGA_001,4fn4ptf17
NGA_001,u1qxtbnv9
ARE_001,dn9ypyicj
NGA_001,dpd0lq09q
NGA_001,feze7vyub
NGA_001,rmaxs0ugh
ARE_001,d449xm6fp
TWN_002,mbzah1xd6
TWN_002E,gddywh7xb
TWN_002,48pvzejs5
TWN_002E,jc7lrwszw
TWN_002,yopky0vyl
TWN_002,y19f9zxvk
TWN_002,v6z3n1npa
TWN_002E,7f5kezz79
TWN_002,fzb6jtc82
TWN_002,gxmm8vw57
TWN_002,waepfztqi
TWN_002E,33e7dm9da
TWN_002E,momol4vz5
TWN_002,bbhklun0a
TWN_002E,v5vt9332z
TWN_002,u56wbecrp
TWN_002,cs43j2yn5
TWN_002E,scfip9mg8
TWN_002,wph6265e7
TWN_002,w2ctkjzcp
TWN_002,apntp9dv8
TWN_002,sw9yapgev
TWN_002,0xpn3wz1q
TWN_002,4645fizw0
TWN_002,lcjtxqrcx
TWN_002,4vhl6imw3
ARE_001,tx66s5ffc
TWN_002,42d8p6akd
TWN_002,oz3mcdzhy
TWN_002E,ohg9kl5z1
TWN_002,0syyq3901
TWN_002,klbpqpuzz
TWN_002E,ubn8b41xz
TWN_002E,u1g7isshz
BRA_003,3uc7eotsz
TWN_002,9zatijjnl
ARE_001,6rtj3u724
ARE_001,hr5dmz8lg
ARE_001,axhy5v38o
NOR_002,7nghpc4tn
TWN_002,d73ok7eh8
TWN_002E,l8t0dgdmy
TWN_002,1am1wjngx
TWN_002,pelxr1vt3
TWN_002,77jn2gsme
TWN_002,n47knb15v
TWN_002,lxjn765fe
TWN_002,9csvtsx93
TWN_002,nbwwcbxs8
TWN_002,kv4weym5p
TWN_002,gjhpp8f9l
ARE_001,dr7rcxzf9
ARE_001,wc4nnp3b2
ARE_001,0vh8mwtu5
TWN_002,c5ct27rxm
TWN_002,qhdi6cgwt
TWN_002,xal3j57y4
TWN_002,95e11sxkp
TWN_002,lcsf77mu6
ARE_001,edp31iuhu
ARE_001,mwthd0sqt
TWN_002,4sd6xy6xj
TWN_002E,1lhl0ckhs
TWN_002,dmd16n2yh
TWN_002,3log84bk8
TWN_002,8x2tvmx4h
TWN_002,oq22xez3h
TWN_002,53s2re2uk
TWN_002,1dxaonbs3
TWN_002,9y12c0x0x
TWN_002,2yy6vk2bm
TWN_002,lyoojsknm
TWN_002,5ukeikwsy
TWN_002,r5itprq8p
TWN_002,4qv470g49
BRA_003,unve971li
BRA_003,m9qfja4i7
TWN_002,h7vxlykuy
TWN_002,cfemobu0h
TWN_002,0fg1l2uc2
TWN_002,mhsdjyhcf
BRA_003,16k1o2kp6
BRA_003,vnoszw7ec
TWN_002,mfpquuaio
BRA_003,uma3zwuzv
BRA_003,cqik420k4
BRA_003,0hsxqufj7
BRA_003,b4we5jnr4
BRA_003,h7uyxwacw
BRA_003,rzei2tx48
BRA_003,kjvbtcgm2
BRA_003,qqm1lcaiy
BRA_003,7hb65tayx
BRA_003,nn06x1v0b
BRA_003,alk2yuu9z
BRA_003,n842g2l17
BRA_003,qt5kq2z3b
NOR_002,ox5gnuxtg
NOR_002,1v1s7ja48
NOR_002,4qmd55943
BRA_003,hy2ahdek7
BRA_003,mpae8cj0s
BRA_003,u5sleoq1i
BRA_003,vrss9c8v9
BRA_003,jiz1hsrrn
NOR_002,lw33jkp7o
BRA_003,glb9gov5r
BRA_003,mulizdwjm
NOR_002,b8f8x3raj
BRA_003,lozb3yas9
BRA_003,qc2s0lffx
BRA_003,463zwz34a
BRA_003,ajntrians
BRA_003,n74o2c9cc
BRA_003,pven4fybc
BRA_003,ggkspqqs7
BRA_003,bw6cuiigi
